bayna/1a/01/0	(определённый артикль).	اَلْـ...
bayna/4b/10b/49	старый	عَتِيقٌ
bayna/4b/10b/50	чечевица	عَدَسٌ
bayna/4b/10b/51	иметь намерение	عَزَمَ (и)
bayna/4b/10b/52	быть подслеповатым	عَشِيَ (а)
bayna/4b/10b/53	шерсть	عِهْنٌ
bayna/4b/10b/54	обморок	غَشْيَةٌ
bayna/4b/10b/55	покрывать	غَطَّى
bayna/4b/10b/56	морская пучина	غِمَارٌ
bayna/4b/10b/57	неожиданно	فَجْأَةً
bayna/4b/10b/58	неожиданно	فَجِيعَةٌ
bayna/4b/10b/59	роскошный	فَخْمٌ
bayna/4b/10b/60	кровать, постель	(فِرَاشٌ (فُرُشٌ
bayna/4b/10b/61	мотыльки, бабочки	فَرَاشٌ
bayna/4b/10b/62	остаток	فَضْلَةٌ
bayna/4b/10b/63	далёкий	قَاصٍ
bayna/4b/10b/64	сидящий	قَاعِدٌ
bayna/4b/10b/65	распределить	قَسَمَ (и)
bayna/4b/10b/66	ткань	قُمَاشٌ
bayna/4b/10b/67	заработок	كَسْبٌ
bayna/4b/10b/68	присоединяться	لَحِقَ بِ
bayna/4b/10b/69	встречать	لَقِيَ (а)
bayna/4b/10b/70	рассеянные	مَبْثُوثٌ
bayna/4b/10b/71	привыкший к роскоши	مُتْرَفٌ
bayna/4b/10b/72	унижающий	مُدْقِعٌ
bayna/4b/10b/73	предел	مَدًى
bayna/4b/10b/74	заплатанный	مُرَقَّعٌ
bayna/4b/10b/75	гибель	مَصْرَعٌ
bayna/4b/10b/76	лежащий в обмороке	مَغْشِيٌّ عَلَيْهِ
bayna/4b/10b/77	цель, стремление	مَقْصَدٌ
bayna/4b/10b/78	расчёсанный	مَنْفُوشٌ
bayna/4b/10b/79	состоятельный	مُوسِرٌ
bayna/4b/10b/80	господин; слуга	مَوْلًى
bayna/4b/10b/81	отнятие	نَزْعٌ
bayna/4b/10b/82	оплакивание	نَعْيٌ
bayna/4b/10b/83	драгоценность	(نَفِيسَةٌ (نَفائِسُ
bayna/4b/10b/84	чистота	نَقَاءٌ
bayna/4b/11a/11	огнепоклонник, маг	مَجُوسِىٌّ
bayna/4b/11a/12	живущий; житель, обитатель	قَاطِنٌ / قُطَّانٌ
bayna/4b/11a/13	зажигать (лампу, свечу), разжигать, разводить (огонь) IV	أَوْقَدَ - يُوفِدُ
bayna/4b/11a/14	христианский; христианин	نَصْرَانِىٌّ / نَصَارَى
bayna/4b/11a/15	удивлять, поражать, восхищать; быть в восхищении, восторге (ب) IV	أَعْجَبَ - يُعْجِبُ
bayna/4b/11a/16	епископ	أُسْقُفٌ / أَسَاقِفَةٌ
bayna/4b/11a/17	церковь, храм	كَنِيسَةٌ / كَنَائِسُ
bayna/4b/11a/18	рекомендовать (ب) VI	تَوَاصَى - يَتَوَاصَى
bayna/4b/11a/19	брать, получать сполна; страд. умереть, скончаться V	تَوَفَّى - يَتَوَفَّى
bayna/4b/11a/20	указывать; свидетельствовать (على); указывать путь, направлять (الى)	دَلَّ - يَدَلُّ
bayna/4b/11a/21	истинный; истинно верующий в Аллаhа	حَنِيفٌ / حُنَفَاءُ
bayna/4b/11a/22	пальма	نَخْلَةٌ / نَخِيلٌ
bayna/4b/11a/23	пальмы (собир.)	نَخْلٌ
bayna/4b/11a/24	плечо, лопатка	كَتْفٌ / أَكْتَافٌ
bayna/4b/11a/25	печать, перстень с печатью; кольцо	خَاتِمٌ / خَوَاتِمُ
bayna/4b/11a/26	печать пророчества	خَاتِمُ النُّبُوَّةِ
bayna/4b/11a/27	долина	وَادٍ / أَوْدِيَةٌ
bayna/4b/11a/28	чинить несправедливость, угнетать, притеснять	ظَلَمَ - يَظْلِمُ
bayna/4b/11a/29	быть убежденным (ب) IV	أَيْقَنَ - يُوقِنُ
bayna/4b/11a/30	тесниться, толкаться; быть переполненным (ب) VIII	إِزْدَحَمَ - يَزْدَحِمُ
bayna/4b/11a/31	утверждать, полагать; ручаться (ب)	زَعَمَ - يَزْعُمُ
bayna/4b/11a/32	дрожь, озноб	رَعْشَةٌ
bayna/4b/11a/33	трясти; сотрясаться, дрожать	رَجَفَ - يَرْجُفُ
bayna/4b/11a/34	быть близким, быть накануне чего-л. (выражает смысл наречий чуть не..; едва, почти)	كَادَ - يَكَادُ
bayna/4b/11a/35	ронять, сбивать, сваливать, выбивать; терять; делать аборт IV	أَسْقَطَ - يُسْقِطُ
bayna/4b/11a/36	государь, господин	سَيِّدٌ / أَسْيَادٌ
bayna/4b/11a/37	быть правым (في) IV	أَحَقَّ - يُحِقُّ
bayna/4b/11a/38	расстилать, разворачивать; протягивать (руку); распространять; разъяснять; радовать; отдавать предпочтение	بَسَطَ - يَبْسُطُ
bayna/4b/11a/39	быть, находиться, пребывать (ب); останавливаться, медлить, поджидать	مَكَثَ - يَمْكُثُ
bayna/4b/11a/40	похороны, похоронная процессия; погребальные носилки, катафалк	جَنَازَةٌ / جَنَائِزُ
bayna/4b/11a/41	быть справедливым; равнять, выравнивать, выпрямлять (ب); отходить, отступать, отказываться (عن)	عَدَلَ - يَعْدِلُ
bayna/4b/11a/42	плащ; одежда	رِدَاءٌ / أَردِيَةٌ
bayna/4b/11a/43	плечо	كَاهِلٌ / كَوَاهِلُ
bayna/4b/11a/44	описывать, обрисовывать; квалифицировать, характеризовывать	وَصَفَ - يَصِفُ
bayna/4b/11a/45	опрокидываться; гнуться, сгибаться; предаваться, припадать (к ногам) (على) IV	أَكَبَّ - يُكِبُّ
bayna/4b/11a/46	рассказывать, передавать; делать современным, обновлять, модернизировать ll	حَدَّثَ - يُحَدِّثُ
bayna/4b/11b/11	обвинять	تَّهَمَ
bayna/4b/11b/12	нужда	اِحْتِيَاجٌ
bayna/4b/11b/13	стыдиться	اِسْتَحْيَا
bayna/4b/11b/14	удивление	اِسْتِغْرَابٌ
bayna/4b/11b/15	давать почувствовать	أَشْعَرَ
bayna/4b/11b/16	помощь	إِعَانَةٌ
bayna/4b/11b/17	иметь обыкновение	اِعْتَادَ
bayna/4b/11b/18	возвышать	أَعْلَى
bayna/4b/11b/19	лишать	أَفْقَدَ
bayna/4b/11b/20	держаться	اِلْتِزَامٌ
bayna/4b/11b/21	соблюдать справедливость	أَنْصَفَ
bayna/4b/11b/22	невиновный	(بَرِيءٌ (أَبْرِيَاءٌ
bayna/4b/11b/23	сад	بُسْتَانٌ
bayna/4b/11b/24	переживать	تَأَثَّرَ
bayna/4b/11b/25	вмешиваться	تَدَخَّلَ
bayna/4b/11b/26	раздражённость	تَضَجُّرٌ
bayna/4b/11b/27	выступать, выдвигаться	تَقَدَّمَ
bayna/4b/11b/28	сосед	(جَارٌ (جِيرَانٌ
bayna/4b/11b/29	стена	(جِدَارٌ (جُدْرَانٌ
bayna/4b/11b/30	закрывать	حَجَبَ (у)
bayna/4b/11b/31	натравливать	حَرَّضَ
bayna/4b/11b/32	избирать третейским судьёй	حَكَّمَ
bayna/4b/11b/33	приговор, ришение	حُكْمٌ
bayna/4b/11b/34	стыд	خَجَلٌ
bayna/4b/11b/35	облегчать	خَفَّفَ
bayna/4b/11b/36	уплата	دَفْعٌ
bayna/4b/11b/37	лить слезы	دَمَعَ (а)
bayna/4b/11b/38	слёзы	دُمُوعٌ
bayna/4b/11b/39	быть изумлённым	دُهِشَ
bayna/4b/11b/40	запах	(رَائِحَةٌ (رَوَائِحُ
bayna/4b/11b/41	может быть	رُبَّمَا
bayna/4b/11b/42	поднятие	رَفْعٌ
bayna/4b/11b/43	отказываться	زَهَدَ في (а)
bayna/4b/11b/44	площадь; двор	سَاحَةٌ
bayna/4b/11b/45	дело	(شَأْنٌ (شُؤُونٌ
bayna/4b/11b/46	жалоба	(شَكْوَى (شَكَاوَى
bayna/4b/11b/47	жаркое	شِوَاءٌ
bayna/4b/11b/48	жарить; печь	شَوَى (и)
bayna/4b/11b/49	против	ضِدَّ
bayna/4b/11b/50	свет	ضَوْءٌ
bayna/4b/11b/51	варить, готовить	طَبَخَ (у)
bayna/4b/11b/52	стучать	طَرَقَ (у)
bayna/4b/11b/53	честь	(عِرْضٌ (أَعْرَاضٌ
bayna/4b/11b/54	выражать соболезнование	عَزَّى
bayna/4b/11b/55	состояться	عُقِدَ
bayna/4b/11b/56	(о ветре) свежий	عَلِيلٌ
bayna/4b/11b/57	ветка	غُصْنٌ
bayna/4b/11b/58	пшеница	قَمْحٌ
bayna/4b/11b/59	мешок	كِيسٌ
bayna/4b/11b/60	почему?	مَا بَالُكَ..؟
bayna/4b/11b/61	затягивать оплату	مَاطَلَ
bayna/4b/11b/62	сумма	مَبْلَغٌ
bayna/4b/11b/63	соперники	مُتَخَاصِمُونَ
bayna/4b/11b/64	скромный	مُتَوَاضِعٌ
bayna/4b/11b/65	суд	مَحْكَمَةٌ
bayna/4b/11b/66	обращаясь	مُخَاطِبًا
bayna/4b/11b/67	жалующийся	مُشْتَكٍ
bayna/4b/11b/68	жалоба	مَظْلَمَةٌ
bayna/4b/11b/69	помощь	مَعُونَةٌ
bayna/4b/11b/70	лишать	مَنَعَ عَنْ/مِنْ (а)
bayna/4b/11b/71	произносить	نَطَقَ (и)
bayna/4b/11b/72	(жизнь) отравлять	نَغَّصَ
bayna/4b/11b/73	выполнять	وَفَى بِ (и)
bayna/4b/12a/11	слой, пласт; степень; этаж; разряд, класс	طَبَقَةٌ / طَبَقَاتٌ
bayna/4b/12a/12	подбирать, сортировать, классифицировать; составлять, сочинять llподбирать, сортировать, классифицировать; составлять, сочинять ll تَحْقِيقٌ	صَنَّفَ - يُصَنِّفُ
bayna/4b/12a/13	выполнение, осуществление; проверка; установление; изучение, исследование	تَحْقِيقٌ
bayna/4b/12a/14	спутник; компаньон, товарищ, друг	رَفِيقٌ / رُفَقَاءُ
bayna/4b/12a/15	дружба	خِلاَلٌ
bayna/4b/12a/16	искренний, чистосердечный	مُخْلِصٌ
bayna/4b/12a/17	дружелюбный	مُؤْنِسٌ
bayna/4b/12a/18	беспокойный, тревожный	مُزْعِجٌ
bayna/4b/12a/19	молящийся	مُصَلٍّ / مُصَلُّونٌ
bayna/4b/12a/20	направление, путь, цель; облик, благообразие; уравновешенный	سَمْتٌ / سُمُوتٌ
bayna/4b/12a/21	богобоязненный	مُتَّقِينَ
bayna/4b/12a/22	одежда, одеяние; форма, фасон; мода	زِىٌّ / أَزْيَاءٌ
bayna/4b/12a/23	лестница, ступени, шкала; средство, орудие	سُلَّمٌ / سَلاَلِمُ
bayna/4b/12a/24	находить, считать ложным; опровергать II	كَذَّبَ - يُكَذِّبُ
bayna/4b/12a/25	обещать, давать обет, заключать договор III	عَاهَدَ - يُعَاهِدُ
bayna/4b/12a/26	предавать кого-либо; изменять; нарушать, не исполнять	خَانَ - يَخُونُ
bayna/4b/12a/27	обманывать, надувать; подделывать, фальсифицировать	غَشَّ - يَغُشُّ
bayna/4b/12a/28	поклоняющийся, набожный, религиозный	مُتَعَبِّدٌ
bayna/4b/12a/29	верный, честный, надежный; безопасный; доверенный; хранитель, заведующий	أَمِينٌ
bayna/4b/12a/30	обращать внимание, проявлять интерес, заботиться (ب) III	بَالَى - يُبَالِي
bayna/4b/12a/31	тихий, спокойный, неподвижный; угасший (о вулкане)	خَامِدٌ
bayna/4b/12a/32	радость, удовольствие	مَسَرَةٌ
bayna/4b/12a/33	ад, преисподняя, геенна	جَهَنَّمُ
bayna/4b/12a/34	помогающий; помощник	مُعِينٌ
bayna/4b/12a/35	стоящий, остановившийся; застойный; знающий, сведущий	وَاقِفٌ
bayna/4b/12a/36	глупый, злой; дурак	أَحْمَقُ / حُمْقٌ
bayna/4b/12a/37	чрезмерный, непомерный; абсурдный; грубый, непристойный	فَاحِشٌ
bayna/4b/12a/38	пост, должность, положение	مَنْصِبٌ / مَنَاصِبُ
bayna/4b/12a/39	украшение; иллюминация	زِينَةٌ / زِيَنٌ
bayna/4b/12a/40	готовность; приспособление, орудие, аппарат; припас	عُدَّةٌ
bayna/4b/12a/41	украшение, драгоценная вещь; наряд	حِلْيَةٌ / حِلًى
bayna/4b/12a/42	стена	جِدَارٌ / جَدُرٌ
bayna/4b/12a/43	вкус	طَعْمٌ
bayna/4b/12a/44	горький (на вкус); печальный, горестный	مُرٌّ
bayna/4b/12a/45	быть дурным, плохим, злым; ухудшаться; огорчать	سَاءَ - يَسُوءُ
